title,media_condition,sleeve_condition,price,buy_url,seller_rating,seller_url
"山下達郎* - Circus Town (LP, Album)",Very Good Plus (VG+),Very Good Plus (VG+),115.0,https://www.discogs.com/sell/item/2011754054,99.1,https://www.discogs.com/seller/KazuRecords/profile
"山下達郎* - Circus Town (LP, Album)",Near Mint (NM or M-),Very Good Plus (VG+),115.99,https://www.discogs.com/sell/item/2001527135,99.9,https://www.discogs.com/seller/FaceRecordsNYC/profile
"山下達郎* - Circus Town (LP, Album)",Very Good Plus (VG+),Very Good Plus (VG+),181.99,https://www.discogs.com/sell/item/914957102,100.0,https://www.discogs.com/seller/Tofu-records/profile
"山下達郎* - Circus Town (LP, Album)",Very Good Plus (VG+),Very Good Plus (VG+),93.99,https://www.discogs.com/sell/item/1948747808,99.4,https://www.discogs.com/seller/facerecords/profile
"山下達郎* - Circus Town (LP, Album)",Very Good Plus (VG+),Very Good Plus (VG+),93.99,https://www.discogs.com/sell/item/1948734272,99.4,https://www.discogs.com/seller/facerecords/profile
"山下達郎* - Circus Town (LP, Album)",Very Good Plus (VG+),Very Good Plus (VG+),147.8,https://www.discogs.com/sell/item/1944375563,99.9,https://www.discogs.com/seller/RecordCityJP/profile
"山下達郎* - Circus Town (LP, Album)",Very Good Plus (VG+),Very Good Plus (VG+),147.8,https://www.discogs.com/sell/item/1937148998,99.9,https://www.discogs.com/seller/RecordCityJP/profile
"山下達郎* - Circus Town (LP, Album)",Near Mint (NM or M-),Near Mint (NM or M-),165.3,https://www.discogs.com/sell/item/1914366236,99.9,https://www.discogs.com/seller/RecordCityJP/profile
"山下達郎* - Circus Town (LP, Album)",Very Good Plus (VG+),Very Good Plus (VG+),130.0,https://www.discogs.com/sell/item/1533182779,100.0,https://www.discogs.com/seller/FeelWaxRecords/profile
"山下達郎* - Circus Town (LP, Album)",Very Good (VG),Very Good (VG),91.0,https://www.discogs.com/sell/item/1137393944,100.0,https://www.discogs.com/seller/Andy.Sargeant/profile
"山下達郎* - Circus Town (LP, Album)",Very Good Plus (VG+),Very Good (VG),122.0,https://www.discogs.com/sell/item/1336045051,99.0,https://www.discogs.com/seller/laforet1111/profile
"山下達郎* - Circus Town (LP, Album)",Very Good Plus (VG+),Very Good (VG),109.34,https://www.discogs.com/sell/item/1844411077,99.9,https://www.discogs.com/seller/RecordCityJP/profile
"山下達郎* - Circus Town (LP, Album)",Very Good Plus (VG+),Very Good Plus (VG+),127.64,https://www.discogs.com/sell/item/1830591124,100.0,https://www.discogs.com/seller/uptheline/profile
"山下達郎* - Circus Town (LP, Album, Promo)",Very Good Plus (VG+),Very Good Plus (VG+),193.99,https://www.discogs.com/sell/item/1594338178,99.9,https://www.discogs.com/seller/FaceRecordsNYC/profile
"山下達郎* - Circus Town (LP, Album)",Near Mint (NM or M-),Very Good Plus (VG+),118.99,https://www.discogs.com/sell/item/1765284040,99.8,https://www.discogs.com/seller/DeeperThanTheDeepest/profile
"山下達郎* - Spacy (LP, Album)",Very Good Plus (VG+),Very Good Plus (VG+),171.99,https://www.discogs.com/sell/item/2064455216,100.0,https://www.discogs.com/seller/Posse_Cut/profile
"山下達郎* - Spacy (LP, Album)",Very Good (VG),Good (G),118.0,https://www.discogs.com/sell/item/1953768707,99.8,https://www.discogs.com/seller/Fuji_Records/profile
"山下達郎* - Spacy (LP, Album)",Very Good Plus (VG+),Very Good Plus (VG+),189.5,https://www.discogs.com/sell/item/1985568437,96.8,https://www.discogs.com/seller/Scorpi978a/profile
"山下達郎* - Spacy (LP, Album)",Near Mint (NM or M-),Very Good Plus (VG+),214.0,https://www.discogs.com/sell/item/2036531453,100.0,https://www.discogs.com/seller/OBI-ROCK-from-Japan/profile
"山下達郎* - Spacy (LP, Album)",Very Good (VG),Very Good Plus (VG+),222.9,https://www.discogs.com/sell/item/1816931983,99.6,https://www.discogs.com/seller/kittertea/profile
"山下達郎* - Spacy (LP, Album)",Very Good Plus (VG+),Very Good Plus (VG+),253.0,https://www.discogs.com/sell/item/1857833158,99.8,https://www.discogs.com/seller/Fuji_Records/profile
"山下達郎* - Spacy (LP, Album)",Near Mint (NM or M-),Very Good Plus (VG+),282.99,https://www.discogs.com/sell/item/2036850575,99.8,https://www.discogs.com/seller/Fuji_Records/profile
"山下達郎* - Spacy (LP, Album)",Near Mint (NM or M-),Very Good Plus (VG+),254.2,https://www.discogs.com/sell/item/1887770923,100.0,https://www.discogs.com/seller/vinyldeliveryservice/profile
"山下達郎* - Spacy (LP, Album)",Very Good Plus (VG+),Very Good Plus (VG+),186.0,https://www.discogs.com/sell/item/2032816091,99.9,https://www.discogs.com/seller/ella_records/profile
"山下達郎* - Spacy (LP, Album)",Very Good Plus (VG+),Very Good Plus (VG+),213.38,https://www.discogs.com/sell/item/2032791482,99.9,https://www.discogs.com/seller/RecordCityJP/profile
"山下達郎* - Spacy (LP, Album)",Near Mint (NM or M-),Near Mint (NM or M-),355.0,https://www.discogs.com/sell/item/1927123991,100.0,https://www.discogs.com/seller/soulamazin/profile
"山下達郎* - Spacy (LP, Album)",Near Mint (NM or M-),Near Mint (NM or M-),283.0,https://www.discogs.com/sell/item/1984313954,100.0,https://www.discogs.com/seller/0ogko0/profile
"山下達郎* - Spacy (LP, Album)",Very Good Plus (VG+),Very Good (VG),204.73,https://www.discogs.com/sell/item/1933359686,99.9,https://www.discogs.com/seller/RecordCityJP/profile
"Tatsuro Yamashita - Spacy (LP, Album, RP)",Near Mint (NM or M-),Near Mint (NM or M-),278.99,https://www.discogs.com/sell/item/1932243515,99.8,https://www.discogs.com/seller/DeeperThanTheDeepest/profile
"山下達郎* - Spacy (LP, Album)",Very Good Plus (VG+),Very Good Plus (VG+),239.99,https://www.discogs.com/sell/item/1927835102,100.0,https://www.discogs.com/seller/portal_records/profile
"山下達郎* - Spacy (LP, Album)",Near Mint (NM or M-),Very Good (VG),303.99,https://www.discogs.com/sell/item/1155233604,99.8,https://www.discogs.com/seller/Peaceful_Records/profile
"Tatsuro Yamashita - Spacy (LP, Album, RP)",Very Good Plus (VG+),Very Good Plus (VG+),242.99,https://www.discogs.com/sell/item/1905199262,99.8,https://www.discogs.com/seller/Fuji_Records/profile
"山下達郎* - Spacy (LP, Album)",Very Good Plus (VG+),Very Good Plus (VG+),213.38,https://www.discogs.com/sell/item/1904090453,99.9,https://www.discogs.com/seller/RecordCityJP/profile
"山下達郎* - Spacy (LP, Album)",Very Good Plus (VG+),Good Plus (G+),180.0,https://www.discogs.com/sell/item/1849779160,99.9,https://www.discogs.com/seller/korushinkansen/profile
"山下達郎* - Spacy (LP, Album)",Near Mint (NM or M-),Near Mint (NM or M-),315.0,https://www.discogs.com/sell/item/1860298816,99.3,https://www.discogs.com/seller/mondo_diggers_club/profile
"山下達郎* - Spacy (LP, Album)",Near Mint (NM or M-),Very Good Plus (VG+),295.0,https://www.discogs.com/sell/item/1719859120,94.0,https://www.discogs.com/seller/IndoVinyLand/profile
"Tatsuro Yamashita - Spacy (LP, Album, Promo)",Very Good Plus (VG+),Very Good Plus (VG+),685.99,https://www.discogs.com/sell/item/1562110495,99.9,https://www.discogs.com/seller/FaceRecordsNYC/profile
"Tatsuro Yamashita - Spacy (LP, Album, RP)",Near Mint (NM or M-),Very Good Plus (VG+),298.0,https://www.discogs.com/sell/item/1672107445,100.0,https://www.discogs.com/seller/sssrecord/profile
"Tatsu Yamashita* - Go Ahead! (LP, Album)",Very Good Plus (VG+),Very Good Plus (VG+),72.99,https://www.discogs.com/sell/item/1680478780,99.9,https://www.discogs.com/seller/kirbystarr/profile
"Tatsu Yamashita* - Go Ahead! (LP, Album)",Near Mint (NM or M-),Very Good Plus (VG+),70.0,https://www.discogs.com/sell/item/2024591087,100.0,https://www.discogs.com/seller/Naso_Freddo/profile
"Tatsu Yamashita* - Go Ahead! (LP, Album)",Very Good Plus (VG+),Very Good Plus (VG+),67.9,https://www.discogs.com/sell/item/2055712664,99.6,https://www.discogs.com/seller/kittertea/profile
"Tatsu Yamashita* - Go Ahead! (LP, Album)",Very Good Plus (VG+),Very Good Plus (VG+),69.9,https://www.discogs.com/sell/item/2020807688,99.6,https://www.discogs.com/seller/kittertea/profile
"Tatsu Yamashita* - Go Ahead! (LP, Album)",Very Good Plus (VG+),Very Good Plus (VG+),70.88,https://www.discogs.com/sell/item/2038723349,99.9,https://www.discogs.com/seller/RecordCityJP/profile
"Tatsu Yamashita* - Go Ahead! (LP, Album)",Near Mint (NM or M-),Very Good Plus (VG+),75.97,https://www.discogs.com/sell/item/1887915664,100.0,https://www.discogs.com/seller/vinyldeliveryservice/profile
"Tatsu Yamashita* - Go Ahead! (LP, Album)",Very Good Plus (VG+),Very Good (VG),66.07,https://www.discogs.com/sell/item/2033774630,99.9,https://www.discogs.com/seller/RecordCityJP/profile
"Tatsu Yamashita* - Go Ahead! (LP, Album)",Very Good Plus (VG+),Very Good Plus (VG+),73.0,https://www.discogs.com/sell/item/2020004315,100.0,https://www.discogs.com/seller/obijapansamurai/profile
"Tatsu Yamashita* - Go Ahead! (LP, Album)",Very Good Plus (VG+),Very Good Plus (VG+),75.0,https://www.discogs.com/sell/item/2011770044,99.1,https://www.discogs.com/seller/KazuRecords/profile
"Tatsu Yamashita* - Go Ahead! (LP, Album)",Very Good Plus (VG+),Very Good Plus (VG+),80.99,https://www.discogs.com/sell/item/2001526847,99.9,https://www.discogs.com/seller/FaceRecordsNYC/profile
"Tatsu Yamashita* - Go Ahead! (LP, Album)",Very Good Plus (VG+),Very Good Plus (VG+),79.99,https://www.discogs.com/sell/item/2001526832,99.9,https://www.discogs.com/seller/FaceRecordsNYC/profile
"Tatsu Yamashita* - Go Ahead! (LP, Album)",Near Mint (NM or M-),Very Good Plus (VG+),80.99,https://www.discogs.com/sell/item/2001526823,99.9,https://www.discogs.com/seller/FaceRecordsNYC/profile
"Tatsu Yamashita* - Go Ahead! (LP, Album)",Near Mint (NM or M-),Very Good Plus (VG+),80.99,https://www.discogs.com/sell/item/2001526814,99.9,https://www.discogs.com/seller/FaceRecordsNYC/profile
"Tatsu Yamashita* - Go Ahead! (LP, Album)",Very Good Plus (VG+),Very Good (VG),65.99,https://www.discogs.com/sell/item/2001526775,99.9,https://www.discogs.com/seller/FaceRecordsNYC/profile
"Tatsu Yamashita* - Go Ahead! (LP, Album)",Very Good Plus (VG+),Very Good Plus (VG+),80.99,https://www.discogs.com/sell/item/2001526763,99.9,https://www.discogs.com/seller/FaceRecordsNYC/profile
"Tatsu Yamashita* - Go Ahead! (LP, Album)",Very Good Plus (VG+),Very Good Plus (VG+),69.99,https://www.discogs.com/sell/item/2001526757,99.9,https://www.discogs.com/seller/FaceRecordsNYC/profile
"Tatsu Yamashita* - Go Ahead! (LP, Album)",Very Good (VG),Very Good (VG),63.99,https://www.discogs.com/sell/item/2001526739,99.9,https://www.discogs.com/seller/FaceRecordsNYC/profile
"Tatsu Yamashita* - Go Ahead! (LP, Album)",Very Good Plus (VG+),Very Good (VG),65.99,https://www.discogs.com/sell/item/2001526727,99.9,https://www.discogs.com/seller/FaceRecordsNYC/profile
"Tatsu Yamashita* - Go Ahead! (LP, Album)",Very Good Plus (VG+),Very Good Plus (VG+),69.99,https://www.discogs.com/sell/item/2001526703,99.9,https://www.discogs.com/seller/FaceRecordsNYC/profile
"Tatsu Yamashita* - Go Ahead! (LP, Album)",Near Mint (NM or M-),Very Good Plus (VG+),75.49,https://www.discogs.com/sell/item/1994596778,99.7,https://www.discogs.com/seller/AnimatedMusic/profile
"Tatsu Yamashita* - Go Ahead! (LP, Album)",Very Good Plus (VG+),Very Good Plus (VG+),63.0,https://www.discogs.com/sell/item/1745829259,100.0,https://www.discogs.com/seller/0ogko0/profile
"Tatsu Yamashita* - Go Ahead! (LP, Album)",Very Good Plus (VG+),Very Good (VG),66.07,https://www.discogs.com/sell/item/1993699700,99.9,https://www.discogs.com/seller/RecordCityJP/profile
"Tatsu Yamashita* - Go Ahead! (LP, Album)",Very Good Plus (VG+),Very Good Plus (VG+),101.99,https://www.discogs.com/sell/item/1668327973,100.0,https://www.discogs.com/seller/Tofu-records/profile
"Tatsu Yamashita* - Go Ahead! (LP, Album)",Very Good Plus (VG+),Very Good Plus (VG+),70.88,https://www.discogs.com/sell/item/1933359695,99.9,https://www.discogs.com/seller/RecordCityJP/profile
"Tatsu Yamashita* - Go Ahead! (LP, Album)",Very Good Plus (VG+),Very Good Plus (VG+),66.07,https://www.discogs.com/sell/item/1933359698,99.9,https://www.discogs.com/seller/RecordCityJP/profile
"Tatsu Yamashita* = 山下達郎* - It's A Poppin' Time (2xLP, Album)",Near Mint (NM or M-),Very Good Plus (VG+),151.49,https://www.discogs.com/sell/item/2054591075,99.9,https://www.discogs.com/seller/FaceRecordsNYC/profile
"Tatsu Yamashita* = 山下達郎* - It's A Poppin' Time (2xLP, Album)",Very Good Plus (VG+),Very Good Plus (VG+),140.0,https://www.discogs.com/sell/item/2013491672,100.0,https://www.discogs.com/seller/0ogko0/profile
"Tatsu Yamashita* = 山下達郎* - It's A Poppin' Time (2xLP, Album)",Near Mint (NM or M-),Very Good Plus (VG+),153.9,https://www.discogs.com/sell/item/2041243391,99.6,https://www.discogs.com/seller/kittertea/profile
"Tatsu Yamashita* = 山下達郎* - It's A Poppin' Time (2xLP, Album)",Very Good Plus (VG+),Very Good Plus (VG+),149.07,https://www.discogs.com/sell/item/2033774621,99.9,https://www.discogs.com/seller/RecordCityJP/profile
"Tatsu Yamashita* = 山下達郎* - It's A Poppin' Time (2xLP, Album)",Near Mint (NM or M-),Very Good Plus (VG+),148.0,https://www.discogs.com/sell/item/1870742689,99.7,https://www.discogs.com/seller/Redhouse-osaka/profile
"Tatsu Yamashita* = 山下達郎* - It's A Poppin' Time (2xLP, Album)",Very Good Plus (VG+),Very Good Plus (VG+),177.0,https://www.discogs.com/sell/item/1844285995,99.3,https://www.discogs.com/seller/petapitarec/profile
"Tatsu Yamashita* - Moonglow (LP, Album)",Near Mint (NM or M-),Very Good Plus (VG+),61.0,https://www.discogs.com/sell/item/2065713473,100.0,https://www.discogs.com/seller/VinylShiloh/profile
"Tatsu Yamashita* - Moonglow (LP, Album)",Very Good Plus (VG+),Near Mint (NM or M-),72.9,https://www.discogs.com/sell/item/2060157803,99.6,https://www.discogs.com/seller/kittertea/profile
"Tatsu Yamashita* - Moonglow (LP, Album)",Very Good Plus (VG+),Very Good Plus (VG+),70.88,https://www.discogs.com/sell/item/2056476170,99.9,https://www.discogs.com/seller/RecordCityJP/profile
"Tatsu Yamashita* - Moonglow (LP, Album)",Very Good Plus (VG+),Very Good Plus (VG+),85.99,https://www.discogs.com/sell/item/2054590916,99.9,https://www.discogs.com/seller/FaceRecordsNYC/profile
"Tatsu Yamashita* - Moonglow (LP, Album)",Very Good Plus (VG+),Very Good Plus (VG+),63.0,https://www.discogs.com/sell/item/2046765839,100.0,https://www.discogs.com/seller/obijapansamurai/profile
"Tatsu Yamashita* - Moonglow (LP, Album, Promo)",Near Mint (NM or M-),Near Mint (NM or M-),133.0,https://www.discogs.com/sell/item/1999939472,100.0,https://www.discogs.com/seller/0ogko0/profile
"Tatsu Yamashita* - Moonglow (LP, Album)",Near Mint (NM or M-),Very Good Plus (VG+),70.2,https://www.discogs.com/sell/item/2012571818,100.0,https://www.discogs.com/seller/vinyldeliveryservice/profile
"Tatsu Yamashita* - Moonglow (LP, Album)",Very Good Plus (VG+),Very Good Plus (VG+),56.46,https://www.discogs.com/sell/item/2033774633,99.9,https://www.discogs.com/seller/RecordCityJP/profile
"Tatsu Yamashita* - Moonglow (LP, Album)",Very Good Plus (VG+),Very Good Plus (VG+),61.26,https://www.discogs.com/sell/item/2007187388,99.9,https://www.discogs.com/seller/RecordCityJP/profile
"Tatsu Yamashita* - Moonglow (LP, Album)",Very Good Plus (VG+),Very Good Plus (VG+),63.49,https://www.discogs.com/sell/item/1999845155,100.0,https://www.discogs.com/seller/hupendimuziki/profile
"Tatsu Yamashita* - Moonglow (LP, Album)",Very Good Plus (VG+),Very Good Plus (VG+),65.99,https://www.discogs.com/sell/item/1991601092,99.9,https://www.discogs.com/seller/FaceRecordsNYC/profile
"Tatsu Yamashita* - Moonglow (LP, Album)",Very Good Plus (VG+),Very Good Plus (VG+),93.99,https://www.discogs.com/sell/item/1808327851,99.7,https://www.discogs.com/seller/estacio/profile
"Tatsu Yamashita* - Moonglow (LP, Album)",Very Good Plus (VG+),Very Good Plus (VG+),82.0,https://www.discogs.com/sell/item/1393789708,99.0,https://www.discogs.com/seller/laforet1111/profile
"Tatsu Yamashita* - Moonglow (LP, Album)",Very Good Plus (VG+),Very Good Plus (VG+),98.0,https://www.discogs.com/sell/item/1940689019,96.3,https://www.discogs.com/seller/Chatomaru/profile
"Tatsu Yamashita* - Moonglow (LP, Album)",Very Good Plus (VG+),Very Good Plus (VG+),69.15,https://www.discogs.com/sell/item/1937148992,99.9,https://www.discogs.com/seller/RecordCityJP/profile
"Tatsu Yamashita* - Moonglow (LP, Album)",Near Mint (NM or M-),Very Good Plus (VG+),69.0,https://www.discogs.com/sell/item/1927970666,99.5,https://www.discogs.com/seller/anambra2001/profile
"Tatsu Yamashita* - Moonglow (LP, Album)",Very Good Plus (VG+),Very Good Plus (VG+),105.0,https://www.discogs.com/sell/item/1928963393,100.0,https://www.discogs.com/seller/OUR.RECORD/profile
"Tatsu Yamashita* - Moonglow (LP, Album)",Near Mint (NM or M-),Very Good Plus (VG+),65.0,https://www.discogs.com/sell/item/1870481305,99.7,https://www.discogs.com/seller/Redhouse-osaka/profile
"Tatsu Yamashita* - Moonglow (LP, Album)",Very Good Plus (VG+),Very Good Plus (VG+),60.0,https://www.discogs.com/sell/item/1718224843,99.7,https://www.discogs.com/seller/Redhouse-osaka/profile
"Tatsu Yamashita* - Moonglow (LP, Album)",Very Good Plus (VG+),Very Good Plus (VG+),70.0,https://www.discogs.com/sell/item/1797367603,100.0,https://www.discogs.com/seller/obijapansamurai/profile
"Tatsu Yamashita* - Moonglow (LP, Album)",Near Mint (NM or M-),Near Mint (NM or M-),90.0,https://www.discogs.com/sell/item/1778327773,97.3,https://www.discogs.com/seller/slowrockingbro_sg/profile
"Tatsu Yamashita* - Ride On Time (LP, Album)",Very Good Plus (VG+),Very Good Plus (VG+),89.99,https://www.discogs.com/sell/item/2021356958,99.9,https://www.discogs.com/seller/kirbystarr/profile
"Tatsu Yamashita* - Ride On Time (LP, Album)",Very Good Plus (VG+),Very Good Plus (VG+),105.0,https://www.discogs.com/sell/item/2006734979,99.6,https://www.discogs.com/seller/dreamscometrue/profile
